ปี,ข้อที่,ประเภท,หมวดหมู่,โจทย์,ตัวเลือก ก,ตัวเลือก ข,ตัวเลือก ค,ตัวเลือก ง,เฉลย,คำอธิบาย
ปี 2562,18,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,โบห์เรียม (Bh) เป็นธาตุกัมมันตรังสีที่สร้างขึ้น สมบัติข้อใดสันนิษฐานได้ถูกต้อง,อยู่ในคาบที่ 6 หมู่ที่ 7,เป็นอโลหะ มีจุดหลอมเหลวต่ำ,เป็นของแข็งที่ 25°C,มีอิเล็กตรอนในวงวาเลนซ์เพียง 2 ตัว,ค,Bh (Z=107) อยู่คาบ 7 หมู่ 7 (VIIB) เป็นโลหะทรานซิชัน → เป็นของแข็งที่ 25°C มีจุดหลอมเหลวสูง ไม่ใช่อโลหะ
ปี 2562,19,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,ธาตุ X อยู่ในคาบ 3 ออกไซด์สูงสุดของ X เป็นออกไซด์ที่เป็นกรด ธาตุ X ควรอยู่ในหมู่ใด,หมู่ IA,หมู่ IIA,หมู่ IVA,หมู่ VIA,ง,ออกไซด์สูงสุดของหมู่ VIA (เช่น SO₃) เป็นกรด. หมู่ IA/IIA เป็นเบส. หมู่ IVA เป็นกลาง (SiO₂) หรืออ่อน
ปี 2562,20,ปรนัย (MC),พันธะเคมี,"จัดว่าข้อความเกี่ยวกับ (XeO₃)F₂ ต่อไปนี้ข้อใดถูก
I. Xe มีเลขออกซิเดชัน +6
II. รูปร่างโมเลกุลเป็น octahedral
III. โมเลกุลมีขั้ว
IV. มี lone pair บน Xe จำนวน 0 คู่",I เท่านั้น,I และ III,II และ III,"I, II และ IV",ข,XeO₃F₂: Xe มี 3O + 2F + 1 lone pair → trigonal bipyramidal variant → มีขั้ว. เลขออกซิเดชัน Xe: 3(–2)+2(–1)+Xe=0 → Xe=+8. (ตรวจสอบกับรูปในหน้า 6)
ปี 2562,21,ปรนัย (MC),พันธะเคมี,พิจารณา: I) NO₃⁻ เกิดเรโซแนนซ์  II) แอมโมเนียมโบรไมด์มีเฉพาะพันธะโคเวเลนต์  III) ทั้ง C₂H₂ และ HCN มีสองอะตอมที่ใช้อิเล็กตรอนร่วมกัน 6 อิเล็กตรอน  ข้อใดถูก,I และ II เท่านั้น,I และ III เท่านั้น,II และ III เท่านั้น,"I, II และ III",ข,I ถูก (NO₃⁻ เรโซแนนซ์ 3 โครงสร้าง). II ผิด: NH₄Br มีพันธะไอออนิกระหว่าง NH₄⁺ กับ Br⁻. III ถูก: C₂H₂ (H–C≡C–H) และ HCN (H–C≡N) มีพันธะสาม = ใช้ 6 e⁻ ร่วมกัน → ข้อ ข
ปี 2562,22,ปรนัย (MC),พันธะเคมี,จากตาราง พิจารณาสูตรเคมีของสารประกอบไอออนิก ข้อใดถูกต้องทั้งหมด (ดูตารางประกอบ),ก. I เท่านั้น,ข. I และ II,ค. I และ III,"ง. I, II และ III",ข,ดูตารางสูตรไอออนิกในรูปประกอบหน้า 6
ปี 2562,23,ปรนัย (MC),พันธะเคมี,ข้อใดที่ทุกโมเลกุลไม่เป็นไปตามกฎออกเตต,BF₃ SF₆ XeF₂,CO₂ NO₂ N₂O₃,NO₃⁻ O₃ I₃⁻,N₂O N₂O₄ N₂H₄,ก,"BF₃ (B มี 6e⁻ ขาดออกเตต), SF₆ (S ขยายออกเตต 12e⁻), XeF₂ (Xe ขยายออกเตต) — ทั้งสามไม่เป็นไปตามกฎออกเตต → ข้อ ก"
ปี 2562,24,ปรนัย (MC),พันธะเคมี,พิจารณาการอ่านชื่อและรูปร่างโมเลกุลตามแบบจำลอง VSEPR ของสารในตาราง ข้อใดถูกต้อง (ดูตารางประกอบ),I เท่านั้น,I และ II,III เท่านั้น,I และ III,ก,ดูตารางชื่อสารและรูปร่างโมเลกุล VSEPR ในรูปประกอบหน้า 7
ปี 2562,25,ปรนัย (MC),พันธะเคมี,ข้อใดถูกต้องเกี่ยวกับ IF₅ และ XeF₄,มีรูปร่างโมเลกุลเหมือนกัน,มีจำนวน lone pair รอบอะตอมกลางเท่ากัน,ทั้งคู่ไม่มีขั้ว,IF₅ มีขั้ว XeF₄ ไม่มีขั้ว,ง,"IF₅: square pyramidal (1 lone pair บน I) → มีขั้ว. XeF₄: square planar (2 lone pair บน Xe, สมมาตร) → ไม่มีขั้ว"
ปี 2562,26,ปรนัย (MC),พันธะเคมี,สารในข้อใดมีรูปร่างโมเลกุลเหมือนกัน แต่สภาพขั้วของโมเลกุลต่างกัน,POCl₃ XeO₄,ClF₃ PCl₃,ClO₂ SO₂,SF₄ GeCl₄,ก,POCl₃ และ XeO₄ เป็นทรงสี่หน้า (tetrahedral) เหมือนกัน. POCl₃ มีขั้ว (อะตอมต่างชนิด) แต่ XeO₄ สมมาตรไม่มีขั้ว → รูปร่างเหมือน ขั้วต่าง → ข้อ ก
ปี 2562,27,ปรนัย (MC),พันธะเคมี,การดึงอิเล็กตรอนคู่โดดเดี่ยว 1 คู่ออกจากอะตอมกลางของ XeF₄ จะทำให้รูปร่างโมเลกุลเปลี่ยนจากเดิมเป็นใหม่อย่างไร,ทรงสี่หน้า → seesaw,สี่เหลี่ยมแบนราบ → seesaw,สี่เหลี่ยมแบนราบ → พีระมิดฐานสี่เหลี่ยม,seesaw → สี่เหลี่ยมแบนราบ,ข,XeF₄: AX₄E₂ = สี่เหลี่ยมแบนราบ (square planar). ดึง lone pair 1 คู่ออก → AX₄E₁ = seesaw → ข้อ ข
ปี 2562,28,ปรนัย (MC),สถานะของสารและแก๊ส,จัดว่าข้อความเกี่ยวกับแรงระหว่างโมเลกุลต่อไปนี้ข้อใดถูก (ดูตารางประกอบ),I เท่านั้น,II เท่านั้น,I และ II,"I, II และ III",ค,ดูตารางแรงระหว่างโมเลกุลในรูปประกอบหน้า 7
ปี 2562,29,ปรนัย (MC),สถานะของสารและแก๊ส,แรงยึดเหนี่ยวระหว่างโมเลกุลที่แข็งแรงที่สุดของสารในข้อใดเป็นแรงชนิดเดียวกันทั้งหมด,H₂S H₂O CO₂,PH₃ AsH₃ NH₃,CS₂ SO₂ COCl₂,CH₃OH HNO₂ CH₃COOH,ง,"CH₃OH, HNO₂, CH₃COOH ล้วนมีหมู่ O–H จึงมีพันธะไฮโดรเจนเป็นแรงแข็งแรงสุดเหมือนกันทั้งหมด → ข้อ ง (ข้อ ก H₂O มีพันธะ H แต่ H₂S/CO₂ ไม่มี; ข้อ ข NH₃ มีพันธะ H แต่ PH₃/AsH₃ ไม่มี)"
ปี 2562,30,ปรนัย (MC),สถานะของสารและแก๊ส,พิจารณา: I) ที่ 20°C CCl₄ เป็นของเหลวที่มีความดันไอต่ำกว่าน้ำ  II) SF₄ มีจุดเดือดมากกว่า SF₆  III) SO₂ ไม่ละลายในน้ำ  ข้อใดถูก,I เท่านั้น,II เท่านั้น,III,I และ II,ก,I ถูก: CCl₄ ระเหยยากกว่าน้ำ ความดันไอต่ำกว่า. II ผิด: SF₆ มีมวลและขนาดมากกว่า แรงลอนดอนมากกว่า จุดเดือดสูงกว่า SF₄. III ผิด: SO₂ ละลายน้ำได้ดี → ข้อ ก
ปี 2562,31,ปรนัย (MC),สถานะของสารและแก๊ส,"พิจารณาข้อความต่อไปนี้
I. น้ำแข็งแห้งระเหิดโดยไม่ผ่านสถานะของเหลว
II. น้ำบริสุทธิ์ที่ 0°C และ 1 atm เกิดสมดุลระหว่างน้ำแข็งและน้ำเหลว
ข้อใดถูกต้อง",I เท่านั้น,II เท่านั้น,ทั้ง I และ II,ไม่มีข้อใดถูก,ค,CO₂(แห้ง) ระเหิดที่ความดันบรรยากาศ → I ถูก. H₂O ที่ 0°C 1 atm อยู่ในสมดุลน้ำแข็ง-น้ำ → II ถูก
